TimeID,Date,Day,Month,Quarter,Year
772,2016-12-11,11,12,4,2016
773,2016-12-13,13,12,4,2016
774,2016-12-16,16,12,4,2016
775,2016-12-17,17,12,4,2016
776,2016-12-18,18,12,4,2016
777,2016-12-19,19,12,4,2016
778,2016-12-20,20,12,4,2016
779,2016-12-22,22,12,4,2016
780,2016-12-24,24,12,4,2016
781,2016-12-25,25,12,4,2016
782,2016-12-26,26,12,4,2016
783,2016-12-27,27,12,4,2016
784,2016-12-28,28,12,4,2016
785,2016-12-29,29,12,4,2016
786,2016-12-30,30,12,4,2016
787,2016-12-31,31,12,4,2016
788,2017-01-01,1,1,1,2017
789,2017-01-02,2,1,1,2017
790,2017-01-03,3,1,1,2017
791,2017-01-04,4,1,1,2017
792,2017-01-05,5,1,1,2017
793,2017-01-06,6,1,1,2017
794,2017-01-07,7,1,1,2017
795,2017-01-09,9,1,1,2017
796,2017-01-10,10,1,1,2017
797,2017-01-11,11,1,1,2017
798,2017-01-12,12,1,1,2017
799,2017-01-13,13,1,1,2017
800,2017-01-14,14,1,1,2017
801,2017-01-15,15,1,1,2017
802,2017-01-16,16,1,1,2017
803,2017-01-17,17,1,1,2017
804,2017-01-18,18,1,1,2017
805,2017-01-19,19,1,1,2017
806,2017-01-20,20,1,1,2017
807,2017-01-21,21,1,1,2017
808,2017-01-22,22,1,1,2017
809,2017-01-23,23,1,1,2017
810,2017-01-24,24,1,1,2017
811,2017-01-25,25,1,1,2017
812,2017-01-26,26,1,1,2017
813,2017-01-28,28,1,1,2017
814,2017-01-29,29,1,1,2017
815,2017-01-30,30,1,1,2017
816,2017-01-31,31,1,1,2017
817,2017-02-01,1,2,1,2017
818,2017-02-02,2,2,1,2017
819,2017-02-03,3,2,1,2017
820,2017-02-04,4,2,1,2017
821,2017-02-05,5,2,1,2017
822,2017-02-08,8,2,1,2017
823,2017-02-09,9,2,1,2017
824,2017-02-10,10,2,1,2017
825,2017-02-11,11,2,1,2017
826,2017-02-12,12,2,1,2017
827,2017-02-13,13,2,1,2017
828,2017-02-14,14,2,1,2017
829,2017-02-15,15,2,1,2017
830,2017-02-17,17,2,1,2017
831,2017-02-18,18,2,1,2017
832,2017-02-20,20,2,1,2017
833,2017-02-21,21,2,1,2017
834,2017-02-22,22,2,1,2017
835,2017-02-23,23,2,1,2017
836,2017-02-24,24,2,1,2017
837,2017-02-25,25,2,1,2017
838,2017-02-26,26,2,1,2017
839,2017-02-27,27,2,1,2017
840,2017-02-28,28,2,1,2017
841,2017-03-01,1,3,1,2017
842,2017-03-02,2,3,1,2017
843,2017-03-03,3,3,1,2017
844,2017-03-04,4,3,1,2017
845,2017-03-05,5,3,1,2017
846,2017-03-06,6,3,1,2017
847,2017-03-07,7,3,1,2017
848,2017-03-09,9,3,1,2017
849,2017-03-10,10,3,1,2017
850,2017-03-11,11,3,1,2017
851,2017-03-12,12,3,1,2017
852,2017-03-13,13,3,1,2017
853,2017-03-14,14,3,1,2017
854,2017-03-15,15,3,1,2017
855,2017-03-16,16,3,1,2017
856,2017-03-17,17,3,1,2017
857,2017-03-18,18,3,1,2017
858,2017-03-19,19,3,1,2017
859,2017-03-22,22,3,1,2017
860,2017-03-23,23,3,1,2017
861,2017-03-24,24,3,1,2017
862,2017-03-25,25,3,1,2017
863,2017-03-27,27,3,1,2017
864,2017-03-28,28,3,1,2017
865,2017-03-29,29,3,1,2017
866,2017-03-30,30,3,1,2017
867,2017-03-31,31,3,1,2017
868,2017-04-02,2,4,2,2017
869,2017-04-03,3,4,2,2017
870,2017-04-05,5,4,2,2017
871,2017-04-06,6,4,2,2017
872,2017-04-08,8,4,2,2017
873,2017-04-09,9,4,2,2017
874,2017-04-10,10,4,2,2017
875,2017-04-11,11,4,2,2017
876,2017-04-12,12,4,2,2017
877,2017-04-13,13,4,2,2017
878,2017-04-14,14,4,2,2017
879,2017-04-16,16,4,2,2017
880,2017-04-17,17,4,2,2017
881,2017-04-18,18,4,2,2017
882,2017-04-19,19,4,2,2017
883,2017-04-20,20,4,2,2017
884,2017-04-21,21,4,2,2017
885,2017-04-22,22,4,2,2017
886,2017-04-23,23,4,2,2017
887,2017-04-24,24,4,2,2017
888,2017-04-25,25,4,2,2017
889,2017-04-26,26,4,2,2017
890,2017-04-28,28,4,2,2017
891,2017-04-29,29,4,2,2017
892,2017-04-30,30,4,2,2017
893,2017-05-01,1,5,2,2017
894,2017-05-02,2,5,2,2017
895,2017-05-03,3,5,2,2017
896,2017-05-04,4,5,2,2017
897,2017-05-05,5,5,2,2017
898,2017-05-06,6,5,2,2017
899,2017-05-07,7,5,2,2017
900,2017-05-08,8,5,2,2017
901,2017-05-09,9,5,2,2017
902,2017-05-10,10,5,2,2017
903,2017-05-11,11,5,2,2017
904,2017-05-12,12,5,2,2017
905,2017-05-13,13,5,2,2017
906,2017-05-14,14,5,2,2017
907,2017-05-15,15,5,2,2017
908,2017-05-16,16,5,2,2017
909,2017-05-17,17,5,2,2017
910,2017-05-18,18,5,2,2017
911,2017-05-19,19,5,2,2017
912,2017-05-20,20,5,2,2017
913,2017-05-21,21,5,2,2017
914,2017-05-22,22,5,2,2017
915,2017-05-23,23,5,2,2017
916,2017-05-24,24,5,2,2017
917,2017-05-25,25,5,2,2017
918,2017-05-26,26,5,2,2017
919,2017-05-27,27,5,2,2017
920,2017-05-28,28,5,2,2017
921,2017-05-29,29,5,2,2017
922,2017-05-31,31,5,2,2017
923,2017-06-01,1,6,2,2017
924,2017-06-03,3,6,2,2017
925,2017-06-04,4,6,2,2017
926,2017-06-05,5,6,2,2017
927,2017-06-06,6,6,2,2017
928,2017-06-08,8,6,2,2017
929,2017-06-09,9,6,2,2017
930,2017-06-10,10,6,2,2017
931,2017-06-12,12,6,2,2017
932,2017-06-13,13,6,2,2017
933,2017-06-14,14,6,2,2017
934,2017-06-15,15,6,2,2017
935,2017-06-16,16,6,2,2017
936,2017-06-17,17,6,2,2017
937,2017-06-19,19,6,2,2017
938,2017-06-21,21,6,2,2017
939,2017-06-22,22,6,2,2017
940,2017-06-23,23,6,2,2017
941,2017-06-24,24,6,2,2017
942,2017-06-26,26,6,2,2017
943,2017-06-28,28,6,2,2017
944,2017-06-29,29,6,2,2017
945,2017-06-30,30,6,2,2017
946,2017-07-01,1,7,3,2017
947,2017-07-03,3,7,3,2017
948,2017-07-05,5,7,3,2017
949,2017-07-06,6,7,3,2017
950,2017-07-08,8,7,3,2017
951,2017-07-09,9,7,3,2017
952,2017-07-10,10,7,3,2017
953,2017-07-11,11,7,3,2017
954,2017-07-12,12,7,3,2017
955,2017-07-13,13,7,3,2017
956,2017-07-14,14,7,3,2017
957,2017-07-15,15,7,3,2017
958,2017-07-17,17,7,3,2017
959,2017-07-18,18,7,3,2017
960,2017-07-19,19,7,3,2017
961,2017-07-20,20,7,3,2017
962,2017-07-21,21,7,3,2017
963,2017-07-22,22,7,3,2017
964,2017-07-23,23,7,3,2017
965,2017-07-24,24,7,3,2017
966,2017-07-25,25,7,3,2017
967,2017-07-27,27,7,3,2017
968,2017-07-28,28,7,3,2017
969,2017-07-30,30,7,3,2017
970,2017-07-31,31,7,3,2017
971,2017-08-01,1,8,3,2017
972,2017-08-02,2,8,3,2017
973,2017-08-04,4,8,3,2017
974,2017-08-06,6,8,3,2017
975,2017-08-09,9,8,3,2017
976,2017-08-10,10,8,3,2017
977,2017-08-12,12,8,3,2017
978,2017-08-13,13,8,3,2017
979,2017-08-14,14,8,3,2017
980,2017-08-15,15,8,3,2017
981,2017-08-16,16,8,3,2017
982,2017-08-17,17,8,3,2017
983,2017-08-18,18,8,3,2017
984,2017-08-21,21,8,3,2017
985,2017-08-23,23,8,3,2017
986,2017-08-24,24,8,3,2017
987,2017-08-25,25,8,3,2017
988,2017-08-27,27,8,3,2017
989,2017-08-30,30,8,3,2017
990,2017-09-01,1,9,3,2017
991,2017-09-02,2,9,3,2017
992,2017-09-03,3,9,3,2017
993,2017-09-04,4,9,3,2017
994,2017-09-06,6,9,3,2017
995,2017-09-08,8,9,3,2017
996,2017-09-09,9,9,3,2017
997,2017-09-11,11,9,3,2017
998,2017-09-12,12,9,3,2017
999,2017-09-14,14,9,3,2017
1000,2017-09-15,15,9,3,2017
1001,2017-09-16,16,9,3,2017
1002,2017-09-20,20,9,3,2017
1003,2017-09-21,21,9,3,2017
1004,2017-09-22,22,9,3,2017
1005,2017-09-23,23,9,3,2017
1006,2017-09-24,24,9,3,2017
1007,2017-09-25,25,9,3,2017
1008,2017-09-26,26,9,3,2017
1009,2017-09-27,27,9,3,2017
1010,2017-09-28,28,9,3,2017
1011,2017-09-29,29,9,3,2017
1012,2017-09-30,30,9,3,2017
1013,2017-10-01,1,10,4,2017
1014,2017-10-03,3,10,4,2017
1015,2017-10-04,4,10,4,2017
1016,2017-10-08,8,10,4,2017
1017,2017-10-09,9,10,4,2017
1018,2017-10-10,10,10,4,2017
1019,2017-10-14,14,10,4,2017
1020,2017-10-15,15,10,4,2017
1021,2017-10-16,16,10,4,2017
1022,2017-10-17,17,10,4,2017
1023,2017-10-18,18,10,4,2017
1024,2017-10-19,19,10,4,2017
1025,2017-10-20,20,10,4,2017
1026,2017-10-22,22,10,4,2017
1027,2017-10-25,25,10,4,2017
1028,2017-10-26,26,10,4,2017
1029,2017-10-27,27,10,4,2017
1030,2017-10-28,28,10,4,2017
1031,2017-10-29,29,10,4,2017
1032,2017-10-30,30,10,4,2017
1033,2017-10-31,31,10,4,2017
1034,2017-11-01,1,11,4,2017
1035,2017-11-02,2,11,4,2017
1036,2017-11-03,3,11,4,2017
1037,2017-11-04,4,11,4,2017
1038,2017-11-05,5,11,4,2017
1039,2017-11-06,6,11,4,2017
1040,2017-11-07,7,11,4,2017
1041,2017-11-08,8,11,4,2017
1042,2017-11-09,9,11,4,2017
1043,2017-11-10,10,11,4,2017
1044,2017-11-11,11,11,4,2017
1045,2017-11-12,12,11,4,2017
1046,2017-11-13,13,11,4,2017
1047,2017-11-14,14,11,4,2017
1048,2017-11-15,15,11,4,2017
1049,2017-11-17,17,11,4,2017
1050,2017-11-18,18,11,4,2017
1051,2017-11-19,19,11,4,2017
1052,2017-11-20,20,11,4,2017
1053,2017-11-21,21,11,4,2017
1054,2017-11-22,22,11,4,2017
1055,2017-11-23,23,11,4,2017
1056,2017-11-24,24,11,4,2017
1057,2017-11-25,25,11,4,2017
1058,2017-11-26,26,11,4,2017
1059,2017-11-27,27,11,4,2017
1060,2017-11-28,28,11,4,2017
1061,2017-11-29,29,11,4,2017
1062,2017-12-01,1,12,4,2017
1063,2017-12-02,2,12,4,2017
1064,2017-12-03,3,12,4,2017
1065,2017-12-05,5,12,4,2017
1066,2017-12-06,6,12,4,2017
1067,2017-12-07,7,12,4,2017
1068,2017-12-08,8,12,4,2017
1069,2017-12-09,9,12,4,2017
1070,2017-12-11,11,12,4,2017
1071,2017-12-13,13,12,4,2017
1072,2017-12-16,16,12,4,2017
1073,2017-12-17,17,12,4,2017
1074,2017-12-18,18,12,4,2017
1075,2017-12-19,19,12,4,2017
1076,2017-12-20,20,12,4,2017
1077,2017-12-22,22,12,4,2017
1078,2017-12-24,24,12,4,2017
1079,2017-12-25,25,12,4,2017
1080,2017-12-26,26,12,4,2017
1081,2017-12-27,27,12,4,2017
1082,2017-12-28,28,12,4,2017
1083,2017-12-29,29,12,4,2017
1084,2017-12-30,30,12,4,2017
1085,2017-12-31,31,12,4,2017
1086,2018-01-01,1,1,1,2018
1087,2018-01-02,2,1,1,2018
1088,2018-01-03,3,1,1,2018
1089,2018-01-04,4,1,1,2018
1090,2018-01-05,5,1,1,2018
1091,2018-01-06,6,1,1,2018
1092,2018-01-07,7,1,1,2018
1093,2018-01-08,8,1,1,2018
1094,2018-01-09,9,1,1,2018
1095,2018-01-10,10,1,1,2018
1096,2018-01-11,11,1,1,2018
1097,2018-01-12,12,1,1,2018
1098,2018-01-13,13,1,1,2018
1099,2018-01-14,14,1,1,2018
1100,2018-01-15,15,1,1,2018
1101,2018-01-16,16,1,1,2018
1102,2018-01-17,17,1,1,2018
1103,2018-01-18,18,1,1,2018
1104,2018-01-19,19,1,1,2018
1105,2018-01-20,20,1,1,2018
1106,2018-01-21,21,1,1,2018
1107,2018-01-22,22,1,1,2018
1108,2018-01-23,23,1,1,2018
1109,2018-01-24,24,1,1,2018
1110,2018-01-25,25,1,1,2018
1111,2018-01-26,26,1,1,2018
1112,2018-01-28,28,1,1,2018
1113,2018-01-29,29,1,1,2018
1114,2018-01-30,30,1,1,2018
1115,2018-01-31,31,1,1,2018
1116,2018-02-01,1,2,1,2018
1117,2018-02-02,2,2,1,2018
1118,2018-02-03,3,2,1,2018
1119,2018-02-04,4,2,1,2018
1120,2018-02-05,5,2,1,2018
1121,2018-02-06,6,2,1,2018
1122,2018-02-08,8,2,1,2018
1123,2018-02-09,9,2,1,2018
1124,2018-02-10,10,2,1,2018
1125,2018-02-11,11,2,1,2018
1126,2018-02-12,12,2,1,2018
1127,2018-02-13,13,2,1,2018
1128,2018-02-14,14,2,1,2018
1129,2018-02-15,15,2,1,2018
1130,2018-02-17,17,2,1,2018
1131,2018-02-18,18,2,1,2018
1132,2018-02-20,20,2,1,2018
1133,2018-02-21,21,2,1,2018
1134,2018-02-22,22,2,1,2018
1135,2018-02-23,23,2,1,2018
1136,2018-02-24,24,2,1,2018
1137,2018-02-25,25,2,1,2018
1138,2018-02-26,26,2,1,2018
1139,2018-02-27,27,2,1,2018
1140,2018-02-28,28,2,1,2018
1141,2018-03-01,1,3,1,2018
1142,2018-03-02,2,3,1,2018
1143,2018-03-03,3,3,1,2018
1144,2018-03-04,4,3,1,2018
1145,2018-03-05,5,3,1,2018
1146,2018-03-06,6,3,1,2018
1147,2018-03-07,7,3,1,2018
1148,2018-03-08,8,3,1,2018
1149,2018-03-09,9,3,1,2018
1150,2018-03-10,10,3,1,2018
1151,2018-03-11,11,3,1,2018
1152,2018-03-12,12,3,1,2018
1153,2018-03-13,13,3,1,2018
1154,2018-03-14,14,3,1,2018
1155,2018-03-15,15,3,1,2018
1156,2018-03-16,16,3,1,2018
1157,2018-03-17,17,3,1,2018
1158,2018-03-18,18,3,1,2018
1159,2018-03-19,19,3,1,2018
1160,2018-03-21,21,3,1,2018
1161,2018-03-22,22,3,1,2018
1162,2018-03-23,23,3,1,2018
1163,2018-03-24,24,3,1,2018
1164,2018-03-25,25,3,1,2018
1165,2018-03-26,26,3,1,2018
1166,2018-03-27,27,3,1,2018
1167,2018-03-28,28,3,1,2018
1168,2018-03-29,29,3,1,2018
1169,2018-03-30,30,3,1,2018
1170,2018-03-31,31,3,1,2018
1171,2018-04-02,2,4,2,2018
1172,2018-04-03,3,4,2,2018
1173,2018-04-04,4,4,2,2018
1174,2018-04-05,5,4,2,2018
1175,2018-04-06,6,4,2,2018
1176,2018-04-08,8,4,2,2018
1177,2018-04-09,9,4,2,2018
1178,2018-04-10,10,4,2,2018
1179,2018-04-11,11,4,2,2018
1180,2018-04-12,12,4,2,2018
1181,2018-04-13,13,4,2,2018
1182,2018-04-14,14,4,2,2018
1183,2018-04-15,15,4,2,2018
1184,2018-04-16,16,4,2,2018
1185,2018-04-17,17,4,2,2018
1186,2018-04-18,18,4,2,2018
1187,2018-04-19,19,4,2,2018
1188,2018-04-20,20,4,2,2018
1189,2018-04-21,21,4,2,2018
1190,2018-04-22,22,4,2,2018
1191,2018-04-23,23,4,2,2018
1192,2018-04-24,24,4,2,2018
1193,2018-04-25,25,4,2,2018
1194,2018-04-28,28,4,2,2018
1195,2018-04-29,29,4,2,2018
1196,2018-04-30,30,4,2,2018
1197,2018-05-01,1,5,2,2018
1198,2018-05-02,2,5,2,2018
1199,2018-05-03,3,5,2,2018
1200,2018-05-04,4,5,2,2018
1201,2018-05-05,5,5,2,2018
1202,2018-05-06,6,5,2,2018
1203,2018-05-07,7,5,2,2018
1204,2018-05-08,8,5,2,2018
1205,2018-05-09,9,5,2,2018
1206,2018-05-10,10,5,2,2018
1207,2018-05-11,11,5,2,2018
1208,2018-05-12,12,5,2,2018
1209,2018-05-13,13,5,2,2018
1210,2018-05-14,14,5,2,2018
1211,2018-05-15,15,5,2,2018
1212,2018-05-16,16,5,2,2018
1213,2018-05-17,17,5,2,2018
1214,2018-05-18,18,5,2,2018
1215,2018-05-19,19,5,2,2018
1216,2018-05-20,20,5,2,2018
1217,2018-05-21,21,5,2,2018
1218,2018-05-22,22,5,2,2018
1219,2018-05-23,23,5,2,2018
1220,2018-05-24,24,5,2,2018
1221,2018-05-25,25,5,2,2018
1222,2018-05-26,26,5,2,2018
1223,2018-05-27,27,5,2,2018
1224,2018-05-28,28,5,2,2018
1225,2018-05-29,29,5,2,2018
1226,2018-05-30,30,5,2,2018
1227,2018-05-31,31,5,2,2018
1228,2018-06-01,1,6,2,2018
1229,2018-06-02,2,6,2,2018
1230,2018-06-03,3,6,2,2018
1231,2018-06-04,4,6,2,2018
1232,2018-06-05,5,6,2,2018
1233,2018-06-06,6,6,2,2018
1234,2018-06-07,7,6,2,2018
1235,2018-06-08,8,6,2,2018
1236,2018-06-09,9,6,2,2018
1237,2018-06-10,10,6,2,2018
1238,2018-06-13,13,6,2,2018
1239,2018-06-14,14,6,2,2018
1240,2018-06-15,15,6,2,2018
1241,2018-06-16,16,6,2,2018
1242,2018-06-17,17,6,2,2018
1243,2018-06-19,19,6,2,2018
1244,2018-06-21,21,6,2,2018
1245,2018-06-22,22,6,2,2018
1246,2018-06-23,23,6,2,2018
1247,2018-06-24,24,6,2,2018
1248,2018-06-25,25,6,2,2018
1249,2018-06-26,26,6,2,2018
1250,2018-06-28,28,6,2,2018
1251,2018-06-29,29,6,2,2018
1252,2018-06-30,30,6,2,2018
1253,2018-07-01,1,7,3,2018
1254,2018-07-03,3,7,3,2018
1255,2018-07-05,5,7,3,2018
1256,2018-07-06,6,7,3,2018
1257,2018-07-08,8,7,3,2018
1258,2018-07-09,9,7,3,2018
1259,2018-07-10,10,7,3,2018
1260,2018-07-11,11,7,3,2018
1261,2018-07-12,12,7,3,2018
1262,2018-07-13,13,7,3,2018
1263,2018-07-14,14,7,3,2018
1264,2018-07-15,15,7,3,2018
1265,2018-07-17,17,7,3,2018
1266,2018-07-18,18,7,3,2018
1267,2018-07-19,19,7,3,2018
1268,2018-07-20,20,7,3,2018
1269,2018-07-21,21,7,3,2018
1270,2018-07-22,22,7,3,2018
1271,2018-07-23,23,7,3,2018
1272,2018-07-24,24,7,3,2018
1273,2018-07-25,25,7,3,2018
1274,2018-07-27,27,7,3,2018
1275,2018-07-28,28,7,3,2018
1276,2018-07-30,30,7,3,2018
1277,2018-07-31,31,7,3,2018
1278,2018-08-01,1,8,3,2018
1279,2018-08-02,2,8,3,2018
1280,2018-08-03,3,8,3,2018
1281,2018-08-04,4,8,3,2018
1282,2018-08-06,6,8,3,2018
1283,2018-08-09,9,8,3,2018
1284,2018-08-10,10,8,3,2018
1285,2018-08-12,12,8,3,2018
1286,2018-08-13,13,8,3,2018
1287,2018-08-14,14,8,3,2018
1288,2018-08-15,15,8,3,2018
1289,2018-08-16,16,8,3,2018
1290,2018-08-17,17,8,3,2018
1291,2018-08-18,18,8,3,2018
1292,2018-08-19,19,8,3,2018
1293,2018-08-21,21,8,3,2018
1294,2018-08-22,22,8,3,2018
1295,2018-08-23,23,8,3,2018
1296,2018-08-24,24,8,3,2018
1297,2018-08-25,25,8,3,2018
1298,2018-08-26,26,8,3,2018
1299,2018-08-27,27,8,3,2018
1300,2018-08-29,29,8,3,2018
1301,2018-08-30,30,8,3,2018
1302,2018-08-31,31,8,3,2018
1303,2018-09-01,1,9,3,2018
1304,2018-09-02,2,9,3,2018
1305,2018-09-03,3,9,3,2018
1306,2018-09-04,4,9,3,2018
1307,2018-09-05,5,9,3,2018
1308,2018-09-06,6,9,3,2018
1309,2018-09-08,8,9,3,2018
1310,2018-09-09,9,9,3,2018
1311,2018-09-11,11,9,3,2018
1312,2018-09-12,12,9,3,2018
1313,2018-09-14,14,9,3,2018
1314,2018-09-15,15,9,3,2018
1315,2018-09-16,16,9,3,2018
1316,2018-09-19,19,9,3,2018
1317,2018-09-20,20,9,3,2018
1318,2018-09-21,21,9,3,2018
1319,2018-09-22,22,9,3,2018
1320,2018-09-23,23,9,3,2018
1321,2018-09-24,24,9,3,2018
1322,2018-09-25,25,9,3,2018
1323,2018-09-26,26,9,3,2018
1324,2018-09-27,27,9,3,2018
1325,2018-09-28,28,9,3,2018
1326,2018-09-29,29,9,3,2018
1327,2018-09-30,30,9,3,2018
1328,2018-10-01,1,10,4,2018
1329,2018-10-03,3,10,4,2018
1330,2018-10-04,4,10,4,2018
1331,2018-10-08,8,10,4,2018
1332,2018-10-09,9,10,4,2018
1333,2018-10-10,10,10,4,2018
1334,2018-10-14,14,10,4,2018
1335,2018-10-15,15,10,4,2018
1336,2018-10-16,16,10,4,2018
1337,2018-10-17,17,10,4,2018
1338,2018-10-18,18,10,4,2018
1339,2018-10-19,19,10,4,2018
1340,2018-10-20,20,10,4,2018
1341,2018-10-21,21,10,4,2018
1342,2018-10-22,22,10,4,2018
1343,2018-10-24,24,10,4,2018
1344,2018-10-25,25,10,4,2018
1345,2018-10-26,26,10,4,2018
1346,2018-10-27,27,10,4,2018
1347,2018-10-28,28,10,4,2018
1348,2018-10-29,29,10,4,2018
1349,2018-10-30,30,10,4,2018
1350,2018-10-31,31,10,4,2018
1351,2018-11-01,1,11,4,2018
1352,2018-11-02,2,11,4,2018
1353,2018-11-03,3,11,4,2018
1354,2018-11-04,4,11,4,2018
1355,2018-11-05,5,11,4,2018
1356,2018-11-06,6,11,4,2018
1357,2018-11-07,7,11,4,2018
1358,2018-11-08,8,11,4,2018
1359,2018-11-09,9,11,4,2018
1360,2018-11-10,10,11,4,2018
1361,2018-11-11,11,11,4,2018
1362,2018-11-12,12,11,4,2018
1363,2018-11-13,13,11,4,2018
1364,2018-11-14,14,11,4,2018
1365,2018-11-15,15,11,4,2018
1366,2018-11-17,17,11,4,2018
1367,2018-11-18,18,11,4,2018
1368,2018-11-19,19,11,4,2018
1369,2018-11-20,20,11,4,2018
1370,2018-11-21,21,11,4,2018
1371,2018-11-22,22,11,4,2018
1372,2018-11-23,23,11,4,2018
1373,2018-11-24,24,11,4,2018
1374,2018-11-25,25,11,4,2018
1375,2018-11-26,26,11,4,2018
1376,2018-11-27,27,11,4,2018
1377,2018-11-28,28,11,4,2018
1378,2018-11-29,29,11,4,2018
1379,2018-11-30,30,11,4,2018
1380,2018-12-01,1,12,4,2018
1381,2018-12-02,2,12,4,2018
1382,2018-12-03,3,12,4,2018
1383,2018-12-05,5,12,4,2018
1384,2018-12-06,6,12,4,2018
1385,2018-12-07,7,12,4,2018
1386,2018-12-08,8,12,4,2018
1387,2018-12-09,9,12,4,2018
1388,2018-12-11,11,12,4,2018
1389,2018-12-12,12,12,4,2018
1390,2018-12-13,13,12,4,2018
1391,2018-12-15,15,12,4,2018
1392,2018-12-16,16,12,4,2018
1393,2018-12-17,17,12,4,2018
1394,2018-12-18,18,12,4,2018
1395,2018-12-19,19,12,4,2018
1396,2018-12-20,20,12,4,2018
1397,2018-12-21,21,12,4,2018
1398,2018-12-22,22,12,4,2018
1399,2018-12-24,24,12,4,2018
1400,2018-12-25,25,12,4,2018
1401,2018-12-26,26,12,4,2018
1402,2018-12-28,28,12,4,2018
1403,2018-12-29,29,12,4,2018
1404,2018-12-30,30,12,4,2018
1405,2018-12-31,31,12,4,2018
1406,2019-01-01,1,1,1,2019
1407,2019-01-02,2,1,1,2019
1408,2019-01-03,3,1,1,2019
1409,2019-01-04,4,1,1,2019
1410,2019-01-05,5,1,1,2019
1411,2019-01-06,6,1,1,2019
1412,2019-01-07,7,1,1,2019
1413,2019-01-08,8,1,1,2019
1414,2019-01-09,9,1,1,2019
1415,2019-01-10,10,1,1,2019
1416,2019-01-11,11,1,1,2019
1417,2019-01-12,12,1,1,2019
1418,2019-01-13,13,1,1,2019
1419,2019-01-14,14,1,1,2019
1420,2019-01-15,15,1,1,2019
1421,2019-01-16,16,1,1,2019
1422,2019-01-17,17,1,1,2019
1423,2019-01-18,18,1,1,2019
1424,2019-01-19,19,1,1,2019
1425,2019-01-20,20,1,1,2019
1426,2019-01-21,21,1,1,2019
1427,2019-01-22,22,1,1,2019
1428,2019-01-23,23,1,1,2019
1429,2019-01-24,24,1,1,2019
1430,2019-01-25,25,1,1,2019
1431,2019-01-26,26,1,1,2019
1432,2019-01-28,28,1,1,2019
1433,2019-01-29,29,1,1,2019
1434,2019-01-30,30,1,1,2019
1435,2019-01-31,31,1,1,2019
1436,2019-02-01,1,2,1,2019
1437,2019-02-02,2,2,1,2019
1438,2019-02-03,3,2,1,2019
1439,2019-02-04,4,2,1,2019
1440,2019-02-05,5,2,1,2019
1441,2019-02-06,6,2,1,2019
1442,2019-02-08,8,2,1,2019
1443,2019-02-09,9,2,1,2019
1444,2019-02-10,10,2,1,2019
1445,2019-02-11,11,2,1,2019
1446,2019-02-12,12,2,1,2019
1447,2019-02-13,13,2,1,2019
1448,2019-02-14,14,2,1,2019
1449,2019-02-15,15,2,1,2019
1450,2019-02-16,16,2,1,2019
1451,2019-02-17,17,2,1,2019
1452,2019-02-18,18,2,1,2019
1453,2019-02-20,20,2,1,2019
1454,2019-02-21,21,2,1,2019
1455,2019-02-22,22,2,1,2019
1456,2019-02-23,23,2,1,2019
1457,2019-02-24,24,2,1,2019
1458,2019-02-25,25,2,1,2019
1459,2019-02-26,26,2,1,2019
1460,2019-02-27,27,2,1,2019
1461,2019-02-28,28,2,1,2019
1462,2019-03-01,1,3,1,2019
1463,2019-03-02,2,3,1,2019
1464,2019-03-03,3,3,1,2019
1465,2019-03-04,4,3,1,2019
1466,2019-03-05,5,3,1,2019
1467,2019-03-06,6,3,1,2019
1468,2019-03-07,7,3,1,2019
1469,2019-03-08,8,3,1,2019
1470,2019-03-09,9,3,1,2019
1471,2019-03-10,10,3,1,2019
1472,2019-03-11,11,3,1,2019
1473,2019-03-12,12,3,1,2019
1474,2019-03-13,13,3,1,2019
1475,2019-03-14,14,3,1,2019
1476,2019-03-15,15,3,1,2019
1477,2019-03-16,16,3,1,2019
1478,2019-03-17,17,3,1,2019
1479,2019-03-18,18,3,1,2019
1480,2019-03-19,19,3,1,2019
1481,2019-03-21,21,3,1,2019
1482,2019-03-22,22,3,1,2019
1483,2019-03-23,23,3,1,2019
1484,2019-03-24,24,3,1,2019
1485,2019-03-25,25,3,1,2019
1486,2019-03-26,26,3,1,2019
1487,2019-03-27,27,3,1,2019
1488,2019-03-28,28,3,1,2019
1489,2019-03-29,29,3,1,2019
1490,2019-03-30,30,3,1,2019
1491,2019-03-31,31,3,1,2019
1492,2019-04-01,1,4,2,2019
1493,2019-04-02,2,4,2,2019
1494,2019-04-03,3,4,2,2019
1495,2019-04-04,4,4,2,2019
1496,2019-04-05,5,4,2,2019
1497,2019-04-06,6,4,2,2019
1498,2019-04-08,8,4,2,2019
1499,2019-04-09,9,4,2,2019
1500,2019-04-10,10,4,2,2019
1501,2019-04-11,11,4,2,2019
1502,2019-04-12,12,4,2,2019
1503,2019-04-13,13,4,2,2019
1504,2019-04-14,14,4,2,2019
1505,2019-04-15,15,4,2,2019
1506,2019-04-16,16,4,2,2019
1507,2019-04-17,17,4,2,2019
1508,2019-04-18,18,4,2,2019
1509,2019-04-19,19,4,2,2019
1510,2019-04-20,20,4,2,2019
1511,2019-04-21,21,4,2,2019
1512,2019-04-22,22,4,2,2019
1513,2019-04-23,23,4,2,2019
1514,2019-04-24,24,4,2,2019
1515,2019-04-25,25,4,2,2019
1516,2019-04-27,27,4,2,2019
1517,2019-04-28,28,4,2,2019
1518,2019-04-29,29,4,2,2019
